Id,Company,Contracted On,Status,Contact,Phone,Cellphone,Fax,Street Address,City/State/Zip,Email,Website,Payment Term,Currency,Preferred Carrier Status,Smartway Certified,Flag,Payee Company,Payee Contact,Payee Phone,Payee Cellphone,Payee Fax,Payee Address,Federal ID,Pay in Days,MC #,DOT #,HAZMAT #,SCAC #,Trackable
"343755","DMA TRUCKING INC","","Active","","(630) 570-1900","","","1740 W CORTLAND CT UNIT A ","ADDISON, IL 60101","","","","USD","false","false","","DMA TRUCKING INC","","(630) 570-1900","","","1740 W CORTLAND CT UNIT A ADDISON, IL 60101 ","","","734076","2104787","","","false"
"338387","DMH TRUCKING LLC","","Active","","(618) 581-2904","","","11257 OAK HILL MANOR DR , ","BRIDGETON, MO 63044","","","","USD","false","false","","DMH TRUCKING LLC","","(618) 581-2904","","","11257 OAK HILL MANOR DR , BRIDGETON, MO 63044","","","1198235","3564250","","","false"
"298214","Dmse trucking llc","","Active","","(619) 788-1144","","","14100 Montfort Dr-3210 ","Dallas, TX 75254","","","","USD","false","false","","Dmse trucking llc","","(619) 788-1144","","","14100 Montfort Dr-3210 Dallas, TX 75254","","","002176","2956447","","","false"
"334937","DMT Freight Inc.","","Active","","(585) 944-6148","","","7100 Junction Rd. #2 ","Pavilion, NY 14525","","","","USD","false","false","","DMT Freight Inc.","","(585) 944-6148","","","7100 Junction Rd. #2 Pavilion, NY 14525","","","1175718","3531337","","","false"
"351159","DOTS LOGISTICS LLC","","Active","","(615) 477-0824","","","4306 THOROUGHBRED LN ","MURFREESBORO, TN 37127","","","","USD","false","false","","DOTS LOGISTICS LLC","","(615) 477-0824","","","4306 THOROUGHBRED LN MURFREESBORO, TN 37127 ","","","1329911","3748759","","","false"
"327496","DOWNING TRANSPORTATION, INC.","","Active","","(800) 938-7191","","","2120 CHURCH AVE ","TROY, TX 76579","","","","USD","false","false","","DOWNING TRANSPORTATION, INC.","","(800) 938-7191","","","2120 CHURCH AVE TROY, TX 76579 ","","","331440","659526","","","false"
"326191","DREAM LINE TRANSPORTATION LLC","","Active","","(856) 313-2167","","","80 BRADLEY AVENUE ","BELLMAWR, NJ  08031","","","","USD","false","false","","DREAM LINE TRANSPORTATION LLC","","(856) 313-2167","","","80 BRADLEY AVENUE BELLMAWR, NJ  08031","","","834854","2423461","","","false"
"350984","Dream Team Trucking LLC","","Active","","(678) 487-6670","","","485 S JEFF DAVIS DR. SUITE A ","FAYETTEVILLE, GA 30215","","","","USD","false","false","","Dream Team Trucking LLC","","(678) 487-6670","","","485 S JEFF DAVIS DR. SUITE A FAYETTEVILLE, GA 30215","","","1057395","3322311","","","false"
"334529","DRIVE SERVICES, LLC","","Active","","(904) 683-1484","","","751 OAK STREET SUITE 550 ","JACKSONVILLE, FL 32204","","","","USD","false","false","","DRIVE SERVICES, LLC","","(904) 683-1484","","","751 OAK STREET SUITE 550 JACKSONVILLE, FL 32204 ","","","083133","3111857","","","false"
"314172","Drive Thur City","","Active","","(629) 999-0337","","","2904 Feng Way ","CLARKSVILLE, TN 37040","","","","USD","false","false","","Drive Thur City","","(629) 999-0337","","","2904 Feng Way CLARKSVILLE, TN 37040","","","1259247","3652108","","","false"
"337088","DS CARIBBEAN TRUCKING CORP","","Active","","(863) 450-5576","","","1123 WALT WILLIAMS RD LOT #221 ","LAKELAND, FL 33809","","","","USD","false","false","","DS CARIBBEAN TRUCKING CORP","","(863) 450-5576","","","1123 WALT WILLIAMS RD LOT #221 LAKELAND, FL 33809 ","","","1087619","1627867","","","false"
"317881","Dunk Pye Transportation","","Active","","(864) 277-7769","","","18 Jennings Dr. ","Greenville, SC 29605","","","","USD","false","false","","Dunk Pye Transportation","","(864) 277-7769","","","18 Jennings Dr. Greenville, SC 29605","","","224438","371945","","","false"
"338360","E & K TRUCKING LLC","","Active","","(704) 352-0349","","","610 WILMA SIGMON RD ","LINCOLNTON, NC 28092","","","","USD","false","false","","E & K TRUCKING LLC","","(704) 352-0349","","","610 WILMA SIGMON RD LINCOLNTON, NC 28092 ","","","785993","2302219","","","false"
"297761","E&T TRUCKING LLC","","Active","","(803) 389-3898","","","1073 EVERGREEN CIR ","ROCK HILL, SC 29732","","","","USD","false","false","","E&T TRUCKING LLC","","(803) 389-3898","","","1073 EVERGREEN CIR ROCK HILL, SC 29732","","","128756","3183646","","","false"
"343940","E3 HOLDING LLC","","Active","","(678) 310-5841","","","3604 Standford circle ","Decatur, GA 30034","","","","USD","false","false","","E3 HOLDING LLC","","(678) 310-5841","","","3604 Standford circle Decatur, GA 30034","","","1175987","","","","false"
"295693","EAGLE TRANSPORT AND LOGISTICS, LLC","","Active","","(614) 547-7200","","","3700 CORPORATE DR STE 120 ","COLUMBUS, OH 43231","","","","USD","false","false","","EAGLE TRANSPORT AND LOGISTICS, LLC","","(614) 547-7200","","","3700 CORPORATE DR STE 120 COLUMBUS, OH 43231 ","","","885163"," 2543359","","","false"
"320212","EARTHGREEN FARMS LLC","","Active","","(850) 929-2269","","","5031 NE ROCKY FORD RD ","MADISON, FL 32340","","","","USD","false","false","","EARTHGREEN FARMS LLC","","(850) 929-2269","","","5031 NE ROCKY FORD RD MADISON, FL 32340","","","418199","983242","","","false"
"357160","Ebn Logistics LLC","","Active","","(484) 273-1025","","","6646 Guyer Ave ","Philadelphia, PA 19142","","","","USD","false","false","","Ebn Logistics LLC","","(484) 273-1025","","","6646 Guyer Ave Philadelphia, PA 19142","","","198678","3204404","","","false"
"345791","Echo Trucking","","Active","","(708) 945-1426","","","9301 S 81st Ct ","Hickory Hills, IL 60457","","","","USD","false","false","","Echo Trucking","","(708) 945-1426","","","9301 S 81st Ct Hickory Hills, IL 60457","","","718140","2046389","","","false"
"360240","ECLECTIC LOGISTICS LLC","","Active","","(872) 666-1244","","","1140 E KIMBERLY RD SUITE 210 ","DAVENPORT, IA 52807","","","","USD","false","false","","ECLECTIC LOGISTICS LLC","","(872) 666-1244","","","1140 E KIMBERLY RD SUITE 210 DAVENPORT, IA 52807 ","","","046269","3044137","","","false"
"395357","EDPASS NY INC","","Active","","(585) 313-2294","","","565 BLOSSOM RD SUIT G2 ","ROCHESTER, NY 14610","","","","USD","false","false","","EDPASS NY INC","","(585) 313-2294","","","565 BLOSSOM RD SUIT G2 ROCHESTER, NY 14610","","","118020","3170571","","","false"
"320007","EDWARD AND FAITH TRUCKING LLC","","Active","","(443) 889-9373","","","39 BLUE SPIRE CIRCLE ","MIDDLE RIVER, MD 21220","","","","USD","false","false","","EDWARD AND FAITH TRUCKING LLC","","(443) 889-9373","","","39 BLUE SPIRE CIRCLE MIDDLE RIVER, MD 21220 ","","","892681","2559158","","","false"
"337332","EFFICIENT TRUCKING LLC","","Active","","(206) 708-4647","","","7640 Creekside Pkwy ","Macedonia, OH 44056","","","","USD","false","false","","EFFICIENT TRUCKING LLC","","(206) 708-4647","","","7640 Creekside Pkwy Macedonia, OH 44056","","","1094042","3399601","","","false"
"288928","EGZIT CORPORATION","","Active","","(630) 457-1222","","","16W485 S FRONTAGE RD. STE 220 ","BURR RIDGE, IL 60527","","","","USD","false","false","","EGZIT CORPORATION","","(630) 457-1222","","","16W485 S FRONTAGE RD. STE 220 BURR RIDGE, IL 60527","","","908138","2589591","","","false"
"318188","ELIAS TRANSPORTATION INC","","Active","","(248) 990-6770","","","873 GROVECREST ","ROCHESTER HILLS, MI 48307","","","","USD","false","false","","ELIAS TRANSPORTATION INC","","(248) 990-6770","","","873 GROVECREST ROCHESTER HILLS, MI 48307","","","1203776","3572341","","","false"
"348292","Ellis One Transportation","","Active","","(312) 242-1677","","","9021 Fullerton Ave ","River grove, IL 60171","","","","USD","false","false","","Ellis One Transportation","","(312) 242-1677","","","9021 Fullerton Ave River grove, IL 60171","","","051459","3054133","","","false"
"332049","ELR TRANSPORTATION LLC","","Active","","(201) 449-2149","","","580 59TH ST APT 14 ","WEST NEW YORK, NJ 07093","","","","USD","false","false","","ELR TRANSPORTATION LLC","","(201) 449-2149","","","580 59TH ST APT 14 WEST NEW YORK, NJ 07093 ","","","126596","2818599","","","false"
"319282","Elush Trucking LLC","","Active","","(281) 300-9995","","","7447Harwin Dr suite 143A ","Houston, TX 77036","","","","USD","false","false","","Elush Trucking LLC","","(281) 300-9995","","","7447Harwin Dr suite 143A Houston, TX 77036","","","086414","3118097","","","false"
"334857","EMAH LOGISTICS LLC","","Active","","(270) 320-1630","","","354 BRIGHTON AVE ","BOWLING GREEN, KY 42101","","","","USD","false","false","","EMAH LOGISTICS LLC","","(270) 320-1630","","","354 BRIGHTON AVE BOWLING GREEN, KY 42101 ","","","931466","2792033","","","false"
"338745","EMCO TRANSPORTATION LLC","","Active","","(319) 274-9909","","","371 NEVADA STREET ","WATERLOO, IA 50703","","","","USD","false","false","","EMCO TRANSPORTATION LLC","","(319) 274-9909","","","371 NEVADA STREET WATERLOO, IA 50703 ","","","941809","2823264","","","false"
"338939","EMEKA ODINMA, DBA: ZICO INTERBIZ","","Active","","(832) 955-8138","","","5010 LACEBARK PINE TRAIL ","ROSENBERG, TX 77471","","","","USD","false","false","","EMEKA ODINMA, DBA: ZICO INTERBIZ","","(832) 955-8138","","","5010 LACEBARK PINE TRAIL ROSENBERG, TX 77471 ","","","116181","3168260","","","false"
"347950","Emperor Alliance Logistics Inc","","Active","","(815) 230-0051","","","4255 Westbrook Dr # 202 ","Aurora, IL 60504","","","","USD","false","false","","Emperor Alliance Logistics Inc","","(815) 230-0051","","","4255 Westbrook Dr # 202 Aurora, IL 60504","","","974905","2899182","","","false"
"340477","EMR EXPRESS, INC","","Active","","(708) 328-3542","","","2250 S CHICAGO RD ","JOLIET, IL 60436","","","","USD","false","false","","EMR EXPRESS, INC","","(708) 328-3542","","","2250 S CHICAGO RD JOLIET, IL 60436 ","","","737936","2117041","","","false"
"347423","ENNY TRUCKING LLC","","Active","","(914) 646-8721","","","549 SUMMER AVENUE ","NEWARK, NJ 07104","","","","USD","false","false","","ENNY TRUCKING LLC","","(914) 646-8721","","","549 SUMMER AVENUE NEWARK, NJ 07104 ","","","1078494","3365701","","","false"
"293620","ENTREPRENEUR EXTRAORDINAIRES LLC","","Active","","(859) 803-5431","","","2972 CATAWBA ROAD ","FALMOUTH, KY 41040","","","","USD","false","false","","ENTREPRENEUR EXTRAORDINAIRES LLC","","(859) 803-5431","","","2972 CATAWBA ROAD FALMOUTH, KY 41040","","","856565","2476127","","","false"
"312730","EO EXPRESS LLC","","Active","","(806) 239-3124","","","2955 CAYUGA LN ","GRAND PRAIRIE, TX 75054","","","","USD","false","false","","EO EXPRESS LLC","","(806) 239-3124","","","2955 CAYUGA LN GRAND PRAIRIE, TX 75054","","","1012063","3229136","","","false"
"336417","ERLINE LOGISTICS INC","","Active","","(312) 956-4415","","","1244 state 352 ste ","Lemont, IL 60439","","","","USD","false","false","","ERLINE LOGISTICS INC","","(312) 956-4415","","","1244 state 352 ste Lemont, IL 60439","","","976771","2902789 ","","","false"
"340425","EXACT FREIGHT LLC","","Active","","(717) 645-1533","","","50 E MAIN STREET ","CARLISLE, PA 17015","","","","USD","false","false","","EXACT FREIGHT LLC","","(717) 645-1533","","","50 E MAIN STREET CARLISLE, PA 17015","","","113065","3163777","","","false"
"354363","EXET LLC","","Active","","(708) 762-2200","","","701 E Irving Park Rd Suite 300 ","Roselle, IL 60172","","","","USD","false","false","","EXET LLC","","(708) 762-2200","","","701 E Irving Park Rd Suite 300 Roselle, IL 60172","","","1078833","3366437","","","false"
"334890","Express Trucking Carriers LLC","","Active","","(270) 935-7402","","","534 Golfview Way ","Bowling Green, KY 42104","","","","USD","false","false","","Express Trucking Carriers LLC","","(270) 935-7402","","","534 Golfview Way Bowling Green, KY 42104","","","016873","2984476","","","false"
"346189","Extra Logistics Inc","","Active","","(312) 982-0073","","","1244 State St ","Lemont, IL 60804","","","","USD","false","false","","Extra Logistics Inc","","(312) 982-0073","","","1244 State St Lemont, IL 60804","","","665137","1834637","","","false"
"342341","F2F Transport","","Active","","(423) 771-9599","","","1301 Riverfront Pkwy ","Chattanooga, TN 37402","","","","USD","false","false","","F2F Transport","","(423) 771-9599","","","1301 Riverfront Pkwy Chattanooga, TN 37402","","","168085","239699","","","false"
"323407","Faith First Transportation","","Active","","(706) 755-0890","","","333 Huber Clay Road ","Langley, SC 29834","","","","USD","false","false","","Faith First Transportation","","(706) 755-0890","","","333 Huber Clay Road Langley, SC 29834","","","1134100","3467818","","","false"
"349356","FAMILY LOGISTICS INC","","Active","","(734) 992-8004","","","27207 NORTHLINE ROAD ","TAYLOR, MI 48180","","","","USD","false","false","","FAMILY LOGISTICS INC","","(734) 992-8004","","","27207 NORTHLINE ROAD TAYLOR, MI 48180 ","","","1057865","3323262","","","false"
"352110","FASTFREIGHT EXPEDITORS, LLC","","Active","","(814) 467-8706","","","111 FFX WAY ","WINDBER, PA 15963","","","","USD","false","false","","FASTFREIGHT EXPEDITORS, LLC","","(814) 467-8706","","","111 FFX WAY WINDBER, PA 15963 ","","","557108","1475953","","","false"
"360884","FAT SQUIRREL TRUCKING LLC","","Active","","(770) 217-1279","","","3372 PEACHTREE ROAD STE 115 ","ATLANTA, GA 30326","","","","USD","false","false","","FAT SQUIRREL TRUCKING LLC","","(770) 217-1279","","","3372 PEACHTREE ROAD STE 115 ATLANTA, GA 30326 ","","","1183045","3542103","","","false"
"351725","FBA Truckin LLC","","Active","","(615) 877-0653","","","826 Sugarcreek Circle ","Nashville, TN 372114","","","","USD","false","false","","FBA Truckin LLC","","(615) 877-0653","","","826 Sugarcreek Circle Nashville, TN 372114","","","1340105","3762569","","","false"
"343872","FC LOGISTICS LLC","","Active","","(786) 401-6927","","","16310 NW 22ND AVE ","MIAMI GARDENS, FL 33054","","","","USD","false","false","","FC LOGISTICS LLC","","(786) 401-6927","","","16310 NW 22ND AVE MIAMI GARDENS, FL 33054 ","","","679806","1886798","","","false"
"364724","FHA TRUCKING LLC","","Active","","(502) 656-6477","","","7505 YORKTOWN RD ","Louisville, KY 40214","","","","USD","false","false","","FHA TRUCKING LLC","","(502) 656-6477","","","7505 YORKTOWN RD Louisville, KY 40214","","","1097613","3406980","","","false"
"339792","FIDELITY USA LLC","","Active","","(202) 826-7959","","","2227 BEL PRE RD ","SILVER SPRING, MD 20906","","","","USD","false","false","","FIDELITY USA LLC","","(202) 826-7959","","","2227 BEL PRE RD SILVER SPRING, MD 20906 ","","","1155172","3500444","","","false"
"336450","FIVE STAR EXPRESS INCORPORATED","","Active","","(262) 222-5017","","","6021 56TH AVE SUITE 104 ","KENOSHA, WI 53142","","","","USD","false","false","","FIVE STAR EXPRESS INCORPORATED","","(262) 222-5017","","","6021 56TH AVE SUITE 104 KENOSHA, WI 53142 ","","","042136","3036170","","","false"
"351175","FIVE STARR QUALITY TRUCKING LLC","","Active","","(704) 256-7218","","","2023 DUNSMORE LANE ","WAXHAW, NC 28173","","","","USD","false","false","","FIVE STARR QUALITY TRUCKING LLC","","(704) 256-7218","","","2023 DUNSMORE LANE WAXHAW, NC 28173","","","896076","2549558","","","false"
"332958","Fleet Connect Inc","","Active","","(404) 474-2366","","","78 John Miller Way, Suite 2047 ","Kearny, NJ 07032","","","","USD","false","false","","Fleet Connect Inc","","(404) 474-2366","","","78 John Miller Way, Suite 2047 Kearny, NJ 07032","","","1105016","1105016","","","false"
"321405","Fleetex transport ltd.","","Active","","(905) 951-6700","","","30 SIMONA DRIVE ","BOLTON, ON L7E4E8","","","","USD","false","false","","Fleetex transport ltd.","","(905) 951-6700","","","30 SIMONA DRIVE BOLTON, ON L7E4E8","","","541789"," 1433979","","","false"
"342787","Flex Cargo LLC","","Active","","(614) 881-1068","","","470 W Broad St#1017 ","Columbus, OH 43215","","","","USD","false","false","","Flex Cargo LLC","","(614) 881-1068","","","470 W Broad St#1017 Columbus, OH 43215","","","816955","2379180","","","false"
"362116","Flint Trucking Inc","","Active","","(517) 542-2991","","","8900 Anderson Rd ","Litchfield, MI 49252","","","","USD","false","false","","Flint Trucking Inc","","(517) 542-2991","","","8900 Anderson Rd Litchfield, MI 49252","","","206113","177916","","","false"
"326498","FMD FREIGHT SYSTEM INC","","Active","","(773) 279-5375","","","1359 21ST STREET UNITE ","DES MINES, IA 50311","","","","USD","false","false","","FMD FREIGHT SYSTEM INC","","(773) 279-5375","","","1359 21ST STREET UNITE DES MINES, IA 50311","","","933792","2796966","","","false"
"339475","FOCUS TRANSPORT & LOGISTICS INC","","Active","","(847) 621-2043","","","202 E OLIVE AVE ","PROSPECT HEIGHTS, IL 60070","","","","USD","false","false","","FOCUS TRANSPORT & LOGISTICS INC","","(847) 621-2043","","","202 E OLIVE AVE PROSPECT HEIGHTS, IL 60070 ","","","811125","2365693","","","false"
"316317","Force Transportation, INC","","Active","","(312) 858-7439","","","6165 NW 86TH ST SUITE 200 ","JOHNSTON, IA 50131","","","","USD","false","false","","Force Transportation, INC","","(312) 858-7439","","","6165 NW 86TH ST SUITE 200 JOHNSTON, IA 50131","","","122690","3176162","","","false"
"360821","Forsage Inc","","Active","","(630) 423-5001","","","838 Bluestem Drive ","Bolingbrook, IL 60440","","","","USD","false","false","","Forsage Inc","","(630) 423-5001","","","838 Bluestem Drive Bolingbrook, IL 60440","","","907486","2588231","","","false"
"329007","Forward Trucking, LLC","","Active","","(281) 645-8590","","","10777 Westheimer Rd ","Houston, TX 77042","","","","USD","false","false","","Forward Trucking, LLC","","(281) 645-8590","","","10777 Westheimer Rd Houston, TX 77042","","","1002224","3210044","","","false"
"359810","FOUR SIX LOGISTICS LLC","","Active","","(954) 300-6504","","","6221 Everette dr ","Mableton, GA 30126","","","","USD","false","false","","FOUR SIX LOGISTICS LLC","","(954) 300-6504","","","6221 Everette dr Mableton, GA 30126","","","1169895","3522756","","","false"
"345778","FREEDOM TRANS INC","","Active","","(615) 525-0519","","","224 HARRIS ST ","MADISON, TN 37115","","","","USD","false","false","","FREEDOM TRANS INC","","(615) 525-0519","","","224 HARRIS ST MADISON, TN 37115","","","1144333","3483863","","","false"
"320415","Freeway Logistics LLC","","Active","","(804) 318-0136","","","3407 Dupuy Rd ","S Chesterfield, VA 23803","","","","USD","false","false","","Freeway Logistics LLC","","(804) 318-0136","","","3407 Dupuy Rd S Chesterfield, VA 23803","","","1124223","3452172","","","false"
"337944","Freightco Dedicated","","Active","","(260) 600-9381","","","11120 Bluffton Road ","Fort Wayne, IN 46809","","","","USD","false","false","","Freightco Dedicated","","(260) 600-9381","","","11120 Bluffton Road Fort Wayne, IN 46809","","","634486","1731712","","","false"
"350304","Freightie Inc","","Active","","(224) 326-0604","","","1211Milford Avenue ","Rockford, IL 61109","","","","USD","false","false","","Freightie Inc","","(224) 326-0604","","","1211Milford Avenue Rockford, IL 61109","","","070637","3088543","","","false"
"347779","Frontline Express Inc","","Active","","(567) 268-1284","","","1715 Indianwood Circle, Suite 200 ","Maumee, OH 43537","","","","USD","false","false","","Frontline Express Inc","","(567) 268-1284","","","1715 Indianwood Circle, Suite 200 Maumee, OH 43537","","","036717","3025523","","","false"
"359891","FTS DELIVERY, INC.","","Active","","(314) 721-3399","","","8585 PAGE AVENUE ","ST LOUIS, MO 63114","","","","USD","false","false","","FTS DELIVERY, INC.","","(314) 721-3399","","","8585 PAGE AVENUE ST LOUIS, MO 63114 ","","","257092","497440","","","false"
"396535","Gallaher Fleet Solutions","","Active","","(704) 960-8951","","","149 Byers Creek Rd Suite 101 ","Mooresville, NC 28117","","","","USD","false","false","","Gallaher Fleet Solutions","","(704) 960-8951","","","149 Byers Creek Rd Suite 101 Mooresville, NC 28117","","","1300219","3708023","","","false"
"393067","GALLOWAY EXP LLC","","Active","","(614) 971-1835","","","5659 EMPORIUM SQUARE ","COLUMBUS, OH 43231","","","","USD","false","false","","GALLOWAY EXP LLC","","(614) 971-1835","","","5659 EMPORIUM SQUARE COLUMBUS, OH 43231","","","081341","3108323","","","false"
"343891","Galvan Driver Service","","Active","","(908) 487-1128","","","242 State St Apt 2 ","New Bedford, MA 02740","","","","USD","false","false","","Galvan Driver Service","","(908) 487-1128","","","242 State St Apt 2 New Bedford, MA 02740","","","1144027","3483394","","","false"
"350769","GARANT EXPRESS INC","","Active","","(773) 526-7333","","","5625 German Church Rd #3040 ","Indianapolis, IN 46235","","","","USD","false","false","","GARANT EXPRESS INC","","(773) 526-7333","","","5625 German Church Rd #3040 Indianapolis, IN 46235","","","875124","2344326","","","false"
"347222","GAZZOO ROCK HAULERS","","Active","","(830) 448-5026","","","205 W LAKE ST REAR 2 ","CRYSTAL CITY, TX 78839-3803","","","","USD","false","false","","GAZZOO ROCK HAULERS","","(830) 448-5026","","","205 W LAKE ST REAR 2 CRYSTAL CITY, TX 78839-3803","","","1106362","3231263","","","false"
"349189","GENERAL HAUL","","Active","","(313) 603-3583","","","9301 Indianapolis blvd unit A ","HIGHLAND, IN 46322","","","","USD","false","false","","GENERAL HAUL","","(313) 603-3583","","","9301 Indianapolis blvd unit A HIGHLAND, IN 46322","","","016685","2986144","","","false"
"344992","Generation 5 LLC","","Active","","(713) 806-2379","","","12400 Shadow Creek Pkwy ","Pearland, TX 77584","","","","USD","false","false","","Generation 5 LLC","","(713) 806-2379","","","12400 Shadow Creek Pkwy Pearland, TX 77584","","","1120106","3445348","","","false"
"343920","Gergun Transportation Inc","","Active","","(864) 643-2020","","","601 Shiloh ","Piedmont, SC 29673","","","","USD","false","false","","Gergun Transportation Inc","","(864) 643-2020","","","601 Shiloh Piedmont, SC 29673","","","875343","2521420","","","false"
"345659","GGJ Express","","Active","","(630) 403-6861","","","537 E South Frontage Rd ","Bolingbrook, IL 60440","","","","USD","false","false","","GGJ Express","","(630) 403-6861","","","537 E South Frontage Rd Bolingbrook, IL 60440","","","708328","2468174","","","false"
"394223","GGR PERFORMANCE LLC","","Active","","(864) 350-8326","","","107 ELLISON ST ","FOUNTAIN INN, SC 29644","","","","USD","false","false","","GGR PERFORMANCE LLC","","(864) 350-8326","","","107 ELLISON ST FOUNTAIN INN, SC 29644","","","1249816","3639172","","","false"
"315110","GIST XPRESS LLC","","Active","","(803) 236-6084","","","1066 GIST DR ","1066 GIST DR, SC 29102","","","","USD","false","false","","GIST XPRESS LLC","","(803) 236-6084","","","1066 GIST DR 1066 GIST DR, SC 29102 ","","","1198573","3564717","","","false"
"356174","GLOBAL TRANSPORT COMPANY","","Active","","(704) 389-8030","","","301 MCCULLOUGH DRIVE STE 400 ","CHARLOTTE, NC 28262","","","","USD","false","false","","GLOBAL TRANSPORT COMPANY","","(704) 389-8030","","","301 MCCULLOUGH DRIVE STE 400 CHARLOTTE, NC 28262","","","081254","3108133","","","false"
"304656","Globe Logistics Inc","","Active","","(973) 928-6868","","","70 Elm street ","North Arlington, NJ 07031","","","","USD","false","false","","","","","","","","","","665442","1835635","","","false"
"360004","Globe Transportation Inc.","","Active","","(773) 270-3989","","","508 S Hicks Rd ","Palatine, IL 60067","","","","USD","false","false","","Globe Transportation Inc.","","(773) 270-3989","","","508 S Hicks Rd Palatine, IL 60067","","","811057","2365562","","","false"
"319272","Globex Transport, Inc.","","Active","","(855) 800-3555","","","9169 W State St #550 ","Boise, ID 83714","","","","USD","false","false","","Globex Transport, Inc.","","(855) 800-3555","","","9169 W State St #550 Boise, ID 83714","","","041973","3035893","","","false"
"359851","GM TRANSPORT, INC.","","Active","","(402) 474-9254","","","3510 N 2ND ST ","LINCOLN, NE 68521","","","","USD","false","false","","GM TRANSPORT, INC.","","(402) 474-9254","","","3510 N 2ND ST LINCOLN, NE 68521 ","","","650970","1793037","","","false"
"355261","GMA EXPRESS, LLC","","Active","","(201) 788-6523","","","468 PREAKNESS AVE ","PATERSON, NJ 07502","","","","USD","false","false","","GMA EXPRESS, LLC","","(201) 788-6523","","","468 PREAKNESS AVE PATERSON, NJ 07502 ","","","620102","1688286","","","false"
"340642","GO&GO EXPRESS INC","","Active","","(503) 990-5333","","","5845 POPPY HILLS ST SE ","SALEM, OR 97306","","","","USD","false","false","","GO&GO EXPRESS INC","","(503) 990-5333","","","5845 POPPY HILLS ST SE SALEM, OR 97306","","","1370158","3803854","","","false"
"339639","GOLD A STAR TRUCKING LLC","","Active","","(404) 820-3345","","","913 HEARTHSTONE DR ","STONE MTN, GA 30083","","","","USD","false","false","","GOLD A STAR TRUCKING LLC","","(404) 820-3345","","","913 HEARTHSTONE DR STONE MTN, GA 30083 ","","","072531","3092098","","","false"
"359520","GONZALEZ TRUCKING TEN FOUR LLC","","Active","","(423) 653-7340","","","2026 Hickory valley rd ","CHATTANOOGA, TN 37422","","","","USD","false","false","","GONZALEZ TRUCKING TEN FOUR LLC","","(423) 653-7340","","","2026 Hickory valley rd CHATTANOOGA, TN 37422","","","000524","2953577","","","false"
"344674","GORDON TRUCKING LLC","","Active","","(334) 322-8318","","","10332 DUNCANNON TRAIL ","MONTGOMERY, AL 36117","","","","USD","false","false","","GORDON TRUCKING LLC","","(334) 322-8318","","","10332 DUNCANNON TRAIL MONTGOMERY, AL 36117","","","929929","2788818","","","false"
"338703","GOTHAM EXPRESS LLC","","Active","","(848) 600-0012","","","309 E Sand Creek Rd ","Enterprise, AL 36330","","","","USD","false","false","","GOTHAM EXPRESS LLC","","(848) 600-0012","","","309 E Sand Creek Rd Enterprise, AL 36330","","","1068551","3345439","","","false"
"289757","GP Transco","","Active","","(800) 460-5071","","","3200 Channahon Rd ","Joliet, IL 60436","","","","USD","false","false","","GP Transco","","(800) 460-5071","","","3200 Channahon Rd Joliet, IL 60436","","","583633","1527352 ","","","false"
"355619","Grasshopper Trans Inc","","Active","","(312) 724-8400","","","2605 S Indana Ave Apt 409 ","Chicago, IL 60616","","","","USD","false","false","","Grasshopper Trans Inc","","(312) 724-8400","","","2605 S Indana Ave Apt 409 Chicago, IL 60616","","","950175","2838429","","","false"
"294228","GREAT LAKES TRUCKING MI INC","","Active","","(586) 439-0393","","","2700 E 9 MILE RD ","WARREN, MI 48091","","","","USD","false","false","","GREAT LAKES TRUCKING MI INC","","(586) 439-0393","","","2700 E 9 MILE RD WARREN, MI 48091","","","820269","2386957","","","false"
"340615","GREENBUSH LOGISTICS, INC.","","Active","","(334) 585-0069","","","125 KIRKLAND STREET ","ABBEVILLE, AL 36310","","","","USD","false","false","","GREENBUSH LOGISTICS, INC.","","(334) 585-0069","","","125 KIRKLAND STREET ABBEVILLE, AL 36310 ","","","334279","159292","","","false"
"341078","GREENWAY TRANSPORT LLC","","Active","","(888) 730-5504","","","510 THATCHER AVE ","ST LOUIS, MO 63147","","","","USD","false","false","","GREENWAY TRANSPORT LLC","","(888) 730-5504","","","510 THATCHER AVE ST LOUIS, MO 63147 ","","","803952","2068224","","","false"
"291801","GRINDTIME TRUCK AND TRANSPORTATION","","Active","","(407) 590-8979","","","3800 DUNDEE RD ","WINTER HAVEN, FL 33884","","","","USD","false","false","","GRINDTIME TRUCK AND TRANSPORTATION","","(407) 590-8979","","","3800 DUNDEE RD WINTER HAVEN, FL 33884","","","1103797","3417507","","","false"
"395211","GROUNDED AIR TRANSPORT INC","","Active","","(763) 780-1443","","","15850 LINCOLN STREET NE ","HAM LAKE, MN 55304","","","","USD","false","false","","GROUNDED AIR TRANSPORT INC","","(763) 780-1443","","","15850 LINCOLN STREET NE HAM LAKE, MN 55304","","","846014","2450787","","","false"
"349280","GSB Logistics LLC","","Active","","(708) 787-0909","","","9944 S Roberts Rd Ste 201 ","Palos Hills, IL 60465","","","","USD","false","false","","GSB Logistics LLC","","(708) 787-0909","","","9944 S Roberts Rd Ste 201 Palos Hills, IL 60465","","","113 8828","3475342","","","false"
